Seed, Maze Type, Resolution, Solving Time, Solving Path Percentage, Solving Path Length, Tried Nodes, 1 Branches, 2 Branches, 3 Branches, 4 Branches,2 Length Corridor,3 Length Corridor,4 Length Corridor,5 Length Corridor,6 Length Corridor,7 Length Corridor,8 Length Corridor,9 Length Corridor,10 Length Corridor,11 Length Corridor,12 Length Corridor,13 Length Corridor,14 Length Corridor,15 Length Corridor,16 Length Corridor,17 Length Corridor,18 Length Corridor,19 Length Corridor,20 Length Corridor,21 Length Corridor,22 Length Corridor,23 Length Corridor,24 Length Corridor,25 Length Corridor,26 Length Corridor,27 Length Corridor,28 Length Corridor,29 Length Corridor,30 Length Corridor,31 Length Corridor,32 Length Corridor,33 Length Corridor,34 Length Corridor,35 Length Corridor,36 Length Corridor,37 Length Corridor,38 Length Corridor,39 Length Corridor,40 Length Corridor,41 Length Corridor,42 Length Corridor,43 Length Corridor,44 Length Corridor,45 Length Corridor,46 Length Corridor,47 Length Corridor,48 Length Corridor,49 Length Corridor,50 Length Corridor,51 Length Corridor,52 Length Corridor,53 Length Corridor,54 Length Corridor,55 Length Corridor,56 Length Corridor,57 Length Corridor,58 Length Corridor,59 Length Corridor,60 Length Corridor,61 Length Corridor,62 Length Corridor,63 Length Corridor,64 Length Corridor
58701351,RecursiveBacktracker,32x32,4.655123,20.90813%,198,947,10.25391%,79.78516%,9.863281%,0.09765625%,54.44646%,26.49728%,10.88929%,2.177858%,2.722323%,1.633394%,0.7259528%,0.1814882%,0.3629764%,0.3629764%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
53798078,RecursiveBacktracker,32x32,8.224964,45.66745%,390,854,11.03516%,78.41797%,10.25391%,0.2929688%,49.71645%,27.22117%,14.36673%,3.780718%,1.701323%,2.079395%,0.3780718%,0.3780718%,0.1890359%,0%,0%,0%,0%,0.1890359%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
302298237,RecursiveBacktracker,32x32,3.052235,56.67167%,378,667,10.05859%,80.27344%,9.472656%,0.1953125%,52.11786%,27.25599%,10.86556%,4.788214%,2.578269%,1.104972%,0.5524862%,0.3683241%,0%,0.3683241%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
56756214,RecursiveBacktracker,64x64,74.65315,32.72311%,1144,3496,10.18066%,79.88281%,9.741211%,0.1953125%,54.0625%,26.38393%,10.22321%,5.133929%,2.232143%,0.8928571%,0.5803571%,0.3125%,0.1339286%,0%,0.04464286%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
106523145,RecursiveBacktracker,64x64,34.14726,49.91325%,1726,3458,10.25391%,79.71191%,9.863281%,0.1708984%,51.75719%,26.79142%,11.59288%,5.476951%,2.601552%,1.004108%,0.5476951%,0.1369238%,0.04564126%,0%,0.04564126%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
627269678,RecursiveBacktracker,64x64,10.11467,85.44533%,1180,1381,9.741211%,80.76172%,9.301758%,0.1953125%,52.93586%,25.92593%,12.01445%,5.194219%,2.258356%,0.6775068%,0.4516712%,0.2258356%,0.1355014%,0.1806685%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
160713161,RecursiveBacktracker,64x64,5.945683,53.60825%,520,970,9.985352%,80.27344%,9.545898%,0.1953125%,54.0724%,24.75113%,11.49321%,5.20362%,2.39819%,0.9954751%,0.5882353%,0.1809955%,0.2714932%,0.04524887%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
850542262,RecursiveBacktracker,64x64,13.05914,64.09589%,1230,1919,10.35156%,79.44336%,10.10742%,0.09765625%,53.26724%,25.86751%,11.22127%,5.633168%,2.118071%,1.126634%,0.2703921%,0.3605227%,0.135196%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
186541992,RecursiveBacktracker,64x64,11.21902,55.27273%,912,1650,9.912109%,80.37109%,9.570313%,0.1464844%,52.64108%,26.36569%,12.68623%,4.469526%,1.986456%,0.9029346%,0.3160271%,0.2708804%,0.1354402%,0.1354402%,0%,0%,0.04514673%,0%,0.04514673%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
504290640,RecursiveBacktracker,64x64,20.61462,61.32797%,1524,2485,9.692383%,80.85938%,9.25293%,0.1953125%,52.42806%,27.51799%,11.46583%,4.361511%,2.517986%,0.9442446%,0.3147482%,0.1798561%,0.04496403%,0.1348921%,0%,0%,0.08992806%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
167146474,RecursiveBacktracker,64x64,12.08782,62.89238%,1122,1784,10.25391%,79.71191%,9.863281%,0.1708984%,52.94912%,26.24944%,11.39126%,5.132823%,2.701486%,0.765421%,0.5853219%,0.09004953%,0.04502476%,0.09004953%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
825235761,RecursiveBacktracker,64x64,15.20252,61.79402%,930,1505,10.13184%,80.0293%,9.594727%,0.2441406%,54.30524%,23.87244%,11.98178%,5.01139%,2.36902%,1.503417%,0.4555809%,0.3189066%,0.04555809%,0.04555809%,0.04555809%,0.04555809%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
856691932,RecursiveBacktracker,64x64,76.60341,61.13249%,1112,1819,10.27832%,79.66309%,9.887695%,0.1708984%,52.57452%,26.6486%,11.83379%,4.787714%,2.34869%,0.8130081%,0.4968383%,0.2258356%,0.1806685%,0.09033424%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
96182882,RecursiveBacktracker,64x64,32.30381,64.27892%,2028,3155,9.545898%,81.15234%,9.106445%,0.1953125%,52.77778%,26.32058%,11.24772%,4.96357%,2.504554%,1.183971%,0.5464481%,0.2276867%,0.1821494%,0%,0%,0.04553734%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
2253952,RecursiveBacktracker,64x64,21.75093,56.82074%,1512,2661,10.32715%,79.56543%,9.936523%,0.1708984%,54.91406%,26.44337%,10.4892%,3.746144%,2.468048%,1.101807%,0.3966505%,0.1762891%,0.1322168%,0%,0.04407228%,0%,0%,0.04407228%,0%,0%,0%,0.04407228%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
355705345,RecursiveBacktracker,64x64,6.680489,90.85973%,1004,1105,10.00977%,80.17578%,9.667969%,0.1464844%,53.74489%,24.73899%,11.93827%,4.584657%,3.0867%,1.089424%,0.4539265%,0.1815706%,0.04539265%,0.04539265%,0.04539265%,0.04539265%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
274732351,RecursiveBacktracker,64x64,27.01712,61.16364%,1682,2750,10.22949%,79.73633%,9.887695%,0.1464844%,52.2482%,28.14748%,10.61151%,4.901079%,2.293165%,0.8543165%,0.4046763%,0.3597122%,0.08992806%,0.04496403%,0%,0%,0.04496403%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
185911760,RecursiveBacktracker,64x64,20.39003,49.13525%,1108,2255,10.54688%,79.22363%,9.960938%,0.2685547%,53.45519%,26.43781%,11.59162%,4.369148%,2.585823%,0.7133304%,0.4904146%,0.0891663%,0.1783326%,0.04458315%,0%,0%,0.04458315%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
174562419,RecursiveBacktracker,64x64,70.32394,33.17267%,1170,3527,10.30273%,79.58984%,9.960938%,0.1464844%,53.43137%,26.8271%,10.87344%,5.392157%,1.470588%,1.203209%,0.2673797%,0.3565062%,0.04456328%,0.04456328%,0%,0.08912656%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
987671838,RecursiveBacktracker,64x64,30.96104,29.82964%,928,3111,9.863281%,80.49316%,9.472656%,0.1708984%,53.18572%,27.20289%,10.39313%,4.518753%,2.214189%,1.446001%,0.4518753%,0.1807501%,0.3163127%,0.04518753%,0%,0.04518753%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
971351025,RecursiveBacktracker,64x64,16.41941,82.72018%,1484,1794,10.13184%,79.90723%,9.838867%,0.1220703%,53.58127%,24.65565%,11.43251%,5.417815%,2.61708%,1.285583%,0.4591368%,0.137741%,0.2295684%,0.04591368%,0.137741%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
393791773,RecursiveBacktracker,64x64,24.04308,56.92008%,1460,2565,9.936523%,80.34668%,9.545898%,0.1708984%,53.36303%,26.50334%,11.53675%,4.944321%,1.959911%,0.9799554%,0.4008909%,0.1336303%,0%,0%,0.1336303%,0%,0%,0.04454343%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
238823380,RecursiveBacktracker,64x64,7.976055,86.6562%,1104,1274,9.448242%,81.25%,9.204102%,0.09765625%,53.85313%,25.29465%,11.01541%,5.394379%,2.402539%,0.8612874%,0.7252946%,0.2719855%,0.04533092%,0.04533092%,0%,0%,0.04533092%,0%,0.04533092%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
910065309,RecursiveBacktracker,64x64,5.908489,88.66995%,900,1015,9.838867%,80.56641%,9.399414%,0.1953125%,53.05845%,25.82691%,11.19166%,5.754418%,2.265519%,0.9062075%,0.5890349%,0.3171726%,0.09062075%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
691572269,RecursiveBacktracker,64x64,20.24746,75.79644%,1832,2417,9.49707%,81.10352%,9.350586%,0.04882813%,51.14784%,28.14509%,10.60606%,5.73921%,2.341598%,0.7805326%,0.7346189%,0.3213958%,0.137741%,0.04591368%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
740148265,RecursiveBacktracker,64x64,20.24746,71.35761%,1724,2416,10.30273%,79.73633%,9.667969%,0.2929688%,52.22121%,26.9719%,11.78604%,4.759746%,2.357208%,0.9066183%,0.4986401%,0.2719855%,0.09066183%,0.1359928%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
3767812,RecursiveBacktracker,64x64,58.6381,50.17422%,1152,2296,10.10742%,80.0293%,9.667969%,0.1953125%,52.94912%,26.06934%,11.97659%,4.81765%,2.341288%,1.170644%,0.4052229%,0.09004953%,0.09004953%,0.04502476%,0%,0.04502476%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
192982032,RecursiveBacktracker,64x64,24.09267,27.52482%,804,2921,9.716797%,80.7373%,9.423828%,0.1220703%,53.45684%,25.3502%,11.83913%,4.970628%,2.259377%,1.310438%,0.3163127%,0.4066878%,0.04518753%,0.04518753%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
653774520,RecursiveBacktracker,64x64,13.17501,74.56194%,1234,1655,10.27832%,79.61426%,9.985352%,0.1220703%,51.98198%,27.61261%,11.08108%,5.405406%,2.297297%,0.990991%,0.2702703%,0.2252252%,0.09009009%,0.04504504%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
351287513,RecursiveBacktracker,64x64,11.60145,70.17334%,1174,1673,9.838867%,80.41992%,9.692383%,0.04882813%,52.21607%,25.94645%,11.21884%,5.401662%,2.816251%,1.66205%,0.3693444%,0.2770083%,0.0923361%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
536106915,RecursiveBacktracker,64x64,32.16028,63.06541%,1938,3073,9.936523%,80.29785%,9.643555%,0.1220703%,53.75171%,24.64757%,11.64165%,5.457026%,2.319236%,1.227831%,0.5002274%,0.2728513%,0.09095043%,0.04547521%,0.04547521%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
557586467,RecursiveBacktracker,64x64,31.91662,39.76119%,1332,3350,9.765625%,80.68848%,9.375%,0.1708984%,53.71714%,25.068%,11.60471%,5.303717%,2.538531%,0.6346328%,0.4079782%,0.4079782%,0.1813237%,0.09066183%,0%,0%,0.04533092%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
465210931,RecursiveBacktracker,64x64,49.69883,22.70934%,518,2281,10.49805%,79.27246%,10.00977%,0.2197266%,53.48416%,24.79638%,12.0362%,5.746606%,2.171946%,0.9954751%,0.3167421%,0.2714932%,0.04524887%,0.09049774%,0%,0%,0.04524887%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
867591073,Prims,32x32,0.8087158,20.68966%,66,319,35.54688%,35.35156%,22.85156%,6.25%,53.47985%,25.09158%,11.90476%,4.945055%,2.380952%,0.5494506%,0.7326007%,0.5494506%,0.1831502%,0.1831502%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
206968582,Prims,32x32,2.071381,9.090909%,70,770,35.9375%,33.88672%,24.60938%,5.566406%,48.70775%,26.64016%,12.52485%,5.964215%,1.988072%,2.186879%,1.39165%,0%,0.1988072%,0%,0%,0.1988072%,0%,0%,0.1988072%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
659386031,Prims,32x32,1.679897,11.11111%,70,630,36.52344%,33.20313%,24.21875%,6.054688%,50%,26.9962%,12.35741%,5.323194%,2.471483%,1.140684%,1.140684%,0.1901141%,0.3802281%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
425548154,Prims,32x32,0.518322,31.13208%,66,212,35.9375%,34.08203%,24.21875%,5.761719%,54.25926%,25.92593%,10%,5.185185%,1.666667%,0.7407407%,1.111111%,0.1851852%,0.3703704%,0.1851852%,0%,0.1851852%,0%,0%,0%,0%,0.1851852%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
66991581,Prims,32x32,2.617359,7.507821%,72,959,34.86328%,36.71875%,22.16797%,6.25%,51.9774%,24.67043%,11.67608%,6.779661%,3.013183%,0.3766478%,0.5649717%,0.5649717%,0.3766478%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
5523825,Prims,32x32,1.041412,17.63224%,70,397,35.54688%,35.74219%,22.07031%,6.640625%,52.77778%,21.03175%,13.88889%,5.753968%,2.579365%,1.388889%,0.9920635%,0.7936508%,0%,0.1984127%,0.3968254%,0%,0.1984127%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
506753720,Prims,32x32,1.224041,14.50549%,66,455,34.66797%,36.32813%,23.53516%,5.46875%,50.78431%,26.07843%,11.56863%,4.705883%,2.352941%,2.156863%,1.176471%,0.3921569%,0.3921569%,0%,0.1960784%,0.1960784%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
842937322,Prims,32x32,0.6461143,27.73109%,66,238,34.375%,37.01172%,23.04688%,5.566406%,54.72062%,21.96532%,11.36802%,4.046243%,3.853565%,2.119461%,0.7707129%,0.5780347%,0%,0.3853565%,0%,0.1926782%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
753100972,Prims,32x32,0.9074211,20.11834%,68,338,34.08203%,37.40234%,23.14453%,5.371094%,53.01887%,24.15094%,11.13208%,5.849057%,2.830189%,1.509434%,0.9433962%,0.3773585%,0%,0%,0.1886792%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
556951435,Prims,32x32,2.252102,7.764706%,66,850,34.96094%,35.9375%,23.4375%,5.664063%,51.88867%,24.65209%,9.940358%,6.759443%,2.982107%,1.590457%,1.192843%,0.1988072%,0.1988072%,0%,0%,0.1988072%,0%,0%,0.1988072%,0%,0%,0%,0.1988072%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
52794377,Prims,32x32,3.869057,13.51889%,68,503,34.66797%,36.13281%,23.92578%,5.273438%,54.22794%,23.16176%,12.86765%,5.514706%,1.838235%,0.9191176%,0.7352941%,0.1838235%,0%,0.5514706%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
771946822,Prims,32x32,1.890659,9.45758%,68,719,35.25391%,35.25391%,23.92578%,5.566406%,55.26316%,19.92481%,14.28571%,5.075188%,3.007519%,0.9398496%,0.3759398%,0.5639098%,0.1879699%,0%,0%,0.3759398%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
334796698,Prims,32x32,2.159119,7.748184%,64,826,35.54688%,35.44922%,22.65625%,6.347656%,53.59223%,25.04854%,8.54369%,5.048543%,3.495146%,1.359223%,0.9708738%,1.165049%,0.3883495%,0.3883495%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
120517431,Prims,32x32,0.8502007,21.79487%,68,312,36.62109%,33.69141%,22.94922%,6.738281%,51.1194%,27.98507%,9.701492%,6.343284%,2.798507%,0.5597015%,1.119403%,0%,0.1865672%,0%,0%,0%,0.1865672%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
